,prefix,total_tokens,total_sequences,min_tokens,max_tokens,language,name,subset,ocr,category,M docs,B words,B chars,#words/doc,#chars/word,B tokens,#tokens/words,#chars/tokens,num_epochs,count,reweighted_count,ratio,new_ratio
97,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/TheStack--perl_text_document,318072437,345727,2,4096,code,TheStack,perl,false,programming,0.392,0.297,2.634,757,8.9,1.149,3.87,2.29,2.0,318072437,636144874.0,0.0009896353176460913,0.001158261127144663
91,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/TheStack--julia_text_document,258346396,271235,2,4096,code,TheStack,julia,false,programming,0.299,0.152,1.539,510,10.1,0.66,4.34,2.33,2.0,258346396,516692792.0,0.0008038065796571454,0.0009407686835333093
37,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Eurovoc--it_text_document,246740825,191828,45,4096,it,Eurovoc.it,,true,legi_written,0.245,0.731,4.867,2976,6.7,1.527,2.09,3.19,2.0,246740825,493481650.0,0.0007676975629458065,0.0008985069840462286
36,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Eurovoc--es_text_document,246502505,193387,45,4096,es,Eurovoc.es,,true,legi_written,0.246,0.757,4.684,3084,6.2,1.411,1.86,3.32,2.0,246502505,493005010.0,0.000766956065533689,0.000897639141505628
34,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Eurovoc--de_text_document,243268610,193488,2,4096,de,Eurovoc.de,,true,legi_written,0.247,0.678,4.915,2742,7.2,1.497,2.21,3.28,2.0,243268610,486537220.0,0.0007568942798104605,0.0008858629093268948
33,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/EuroparlAligned--it-en_text_document,151216197,1900873,4,2313,it-en,EuroparlAligned.it-en,,false,aligned,1.901,0.1,0.638,52,6.4,0.151,1.52,4.22,3.0,151216197,453648591.0,0.000470486819174869,0.0008259809200934444
32,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/EuroparlAligned--fr-en_text_document,142656485,2002756,4,2844,fr-en,EuroparlAligned.fr-en,,false,aligned,2.003,0.105,0.655,52,6.2,0.143,1.36,4.59,3.0,142656485,427969455.0,0.0004438545419993429,0.0007792256191814997
31,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/EuroparlAligned--es-en_text_document,142612108,1960641,4,2367,es-en,EuroparlAligned.es-en,,false,aligned,1.961,0.103,0.631,52,6.1,0.143,1.39,4.42,3.0,142612108,427836324.0,0.0004437164695309913,0.000778983220840461
30,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/EuroparlAligned--de-fr_text_document,140940704,1792236,4,2661,de-fr,EuroparlAligned.de-fr,,false,aligned,1.792,0.091,0.621,51,6.8,0.141,1.55,4.41,3.0,140940704,422822112.0,0.00043851614332839447,0.0007698535915999646
111,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Wikiother--fr--wiktionary_text_document,112351204,649293,10,4088,fr,Wikiother.fr,,false,wiki,0.836,0.576,3.427,690,5.9,0.912,1.58,3.76,3.0,112351204,337053612.0,0.00034956414490722057,0.000613690548331448
84,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/TheStack--elixir_text_document,163601418,273794,4,4096,code,TheStack,elixir,false,programming,0.282,0.073,0.737,259,10.1,0.258,3.53,2.85,2.0,163601418,327202836.0,0.0005090216014843843,0.0005957547425435835
78,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/TheStack--assembly_text_document,159881902,211072,3,4096,code,TheStack,assembly,false,programming,0.248,0.209,1.575,840,7.5,0.867,4.15,1.82,2.0,159881902,319763804.0,0.0004974488778844777,0.0005822101209623283
62,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/OtherFr--interventions_parlement_text_document,156181076,1831828,2,4094,fr,OtherFr,interventions_parlement,false,legi_spoken,1.832,0.104,0.654,57,6.3,0.157,1.5,4.18,2.0,156181076,312362152.0,0.00048593430545372377,0.0005687335590365105
63,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/OtherFr--questions_ecrites_parlement_text_document,153921087,188623,35,4083,fr,OtherFr,questions_ecrites_parlement,false,legi_written,0.189,0.108,0.705,572,6.5,0.156,1.44,4.52,2.0,153921087,307842174.0,0.0004789026841256183,0.0005605038066217342
47,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/HAL_text_document,150646983,63290,217,4096,fr,HAL,,true,technical,0.349,9.356,58.308,26811,6.2,16.224,1.73,3.59,2.0,150646983,301293966.0,0.0004687157940492351,0.0005485811533255329
110,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Wikiother--fr--wikisource_text_document,99236852,144847,8,4096,fr,Wikiother.fr,,false,wiki,0.836,0.576,3.427,690,5.9,0.912,1.58,3.76,3.0,99236852,297710556.0,0.00030876077939195385,0.0005420566576088205
57,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/OpenData--kali_opendata_text_document,140822710,426492,3,4096,fr,OpenData,,false,legi_written,1.169,0.755,4.638,646,6.1,1.209,1.6,3.84,2.0,140822710,281645420.0,0.0004381490224587847,0.0005128060524532844
86,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/TheStack--fortran_text_document,136525514,130782,3,4096,code,TheStack,fortran,false,programming,0.165,0.192,1.843,1158,9.6,0.78,4.07,2.36,2.0,136525514,273051028.0,0.00042477893302708865,0.0004971578085203417
25,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/DiscoursPublics_text_document,123372291,93942,10,4096,fr,DiscoursPublics,,false,legi_spoken,0.11,0.163,1.025,1481,6.3,0.238,1.47,4.3,2.0,123372291,246744582.0,0.0003838546261476627,0.0004492603325829184
35,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Eurovoc--en_text_document,240888287,203756,5,4096,en,Eurovoc.en,,true,legi_written,0.272,1.523,9.468,5594,6.2,2.571,1.69,3.68,1.0,240888287,240888287.0,0.0007494882570490312,0.00043859748025976716
96,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/TheStack--ocaml_text_document,117013732,141811,4,4096,code,TheStack,ocaml,false,programming,0.16,0.13,1.107,812,8.5,0.43,3.31,2.58,2.0,117013732,234027464.0,0.00036407091079311153,0.00042610563303139507
4,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Claire--en--DialogStudio_text_document,116688475,473234,9,4089,en,Claire.en,,false,dialogue,0.949,0.818,4.709,861,5.8,1.161,1.42,4.06,2.0,116688475,233376950.0,0.0003630589217709014,0.00042492120931022966
60,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/OtherFr--LEGI_text_document,115124760,618855,13,4095,fr,OtherFr,LEGI,false,legi_written,0.621,0.088,0.563,141,6.4,0.145,1.65,3.88,2.0,115124760,230249520.0,0.0003581936539554039,0.0004192269394278223
82,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/TheStack--clojure_text_document,94851470,119203,6,4096,code,TheStack,clojure,false,programming,0.126,0.045,0.492,355,11.0,0.179,3.98,2.75,2.0,94851470,189702940.0,0.00029511631227149897,0.00034540173172417383
49,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/MathPile--commoncrawl_text_document,59374270,31150,61,4096,en,MathPile,,false,math,0.737,3.408,27.29,4626,8.0,9.637,2.83,2.83,3.0,59374270,178122810.0,0.0001847342545794208,0.00032431720369529324
85,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/TheStack--erlang_text_document,87351164,86330,4,4096,code,TheStack,erlang,false,programming,0.099,0.066,0.726,661,11.0,0.26,3.96,2.79,2.0,87351164,174702328.0,0.0002717802200883436,0.0003180893592236611
61,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/OtherFr--amendements_parlement_text_document,71355898,672690,2,4079,fr,OtherFr,amendements_parlement,false,legi_written,0.673,0.045,0.274,67,6.1,0.074,1.63,3.71,2.0,71355898,142711796.0,0.00022201331699531099,0.00025984258059399094
39,/lustre/fsn1/projects/rech/fwx/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/GallicaMonographies_text_document,58761697,26418,8,4096,fr,GallicaMonographies,,true,book,0.278,15.106,90.456,54392,6.0,25.169,1.67,3.59,2.0,58761697,117523394.0,0.0001828283243417862,0.0002139807838808528
