,prefix,total_tokens,total_sequences,min_tokens,max_tokens,language,name,subset,ocr,category,M docs,B words,B chars,#words/doc,#chars/word,B tokens,#tokens/words,#chars/tokens,num_epochs,count,reweighted_count,ratio,new_ratio
52,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/MathPile--textbooks_text_document,4513242,1752,255,4095,en,MathPile,,false,math,0.737,3.408,27.29,4626,8.0,9.637,2.83,2.83,3.0,4513242,13539726.0,1.4038945947298861e-05,2.464834067749111e-05
43,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Gutenberg--en.70_text_document,3587144,2665,3,4090,en,Gutenberg.en,,false,book,0.056,3.544,20.579,62936,5.8,5.516,1.56,3.73,3.0,3587144,10761432.0,1.1158214144328496e-05,1.9590606347104403e-05
72,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Pile--Ubuntu_IRC_text_document,3082564,3332,23,4094,en,Pile,Ubuntu_IRC,false,forum,0.01,0.867,5.61,83577,6.5,2.159,2.49,2.6,2.5,3082564,7706410.0,9.588661404615433e-06,1.402910362295546e-05
101,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/TheStack--racket_text_document,3580221,3493,5,4096,code,TheStack,racket,false,programming,0.004,0.005,0.038,1141,7.9,0.015,3.18,2.48,2.0,3580221,7160442.0,1.11366793755762e-05,1.303519833543277e-05
55,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/OpenData--dole_opendata_text_document,2527389,3263,9,4078,fr,OpenData,,false,legi_written,1.169,0.755,4.638,646,6.1,1.209,1.6,3.84,2.0,2527389,5054778.0,7.861727237049936e-06,9.201950629805001e-06
3,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Claire--en--DailyDialog_text_document,2311197,13118,20,1046,en,Claire.en,,false,dialogue,0.949,0.818,4.709,861,5.8,1.161,1.42,4.06,2.0,2311197,4622394.0,7.189237748952812e-06,8.414818886112676e-06
27,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Europarl--en_text_document,1906716,8461,5,4096,en,Europarl.en,,false,legi_dialogue,0.011,0.056,0.339,5071,6.0,0.069,1.22,4.92,2.0,1906716,3813432.0,5.931054186956937e-06,6.942147210840623e-06
29,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Europarl--fr_text_document,1337554,7924,4,4096,fr,Europarl.fr,,false,legi_dialogue,0.01,0.053,0.339,5129,6.4,0.072,1.36,4.73,2.0,1337554,2675108.0,4.160611885556631e-06,4.869889784555602e-06
28,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Europarl--es_text_document,1302326,7908,6,4094,es,Europarl.es,,false,legi_dialogue,0.01,0.052,0.325,5086,6.2,0.073,1.4,4.43,2.0,1302326,2604652.0,4.051031236473014e-06,4.741628437850852e-06
26,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Europarl--de_text_document,1190333,7874,6,4095,de,Europarl.de,,false,legi_dialogue,0.01,0.045,0.327,4444,7.2,0.073,1.63,4.46,2.0,1190333,2380666.0,3.7026644364042735e-06,4.333874009512456e-06
17,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Claire--fr--PFC_text_document,622516,266,368,4085,fr,Claire.fr,,false,dialogue,0.039,0.209,1.314,5321,6.3,0.31,1.48,4.23,2.0,622516,1245032.0,1.9364059085084955e-06,2.2665135830945256e-06
15,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Claire--fr--ORFEO_text_document,552582,272,132,4093,fr,Claire.fr,,false,dialogue,0.039,0.209,1.314,5321,6.3,0.31,1.48,4.23,2.0,552582,1105164.0,1.7188683499467345e-06,2.011891435358351e-06
2,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Claire--en--BNC_text_document,356583,201,84,4084,en,Claire.en,,false,dialogue,0.949,0.818,4.709,861,5.8,1.161,1.42,4.06,2.0,356583,713166.0,1.10919145543839e-06,1.2982802257300942e-06
11,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Claire--fr--ESLO_text_document,317477,229,206,3839,fr,Claire.fr,,false,dialogue,0.039,0.209,1.314,5321,6.3,0.31,1.48,4.23,2.0,317477,634954.0,9.87547851967743e-07,1.155899499482906e-06
21,/lustre/fsn1/projects/rech/qgz/commun/preprocessed_data/Lucie/lucie_tokens_65k_splitted/length-0-4096/Claire--fr--TCOF_text_document,287857,99,981,4096,fr,Claire.fr,,false,dialogue,0.039,0.209,1.314,5321,6.3,0.31,1.48,4.23,2.0,287857,575714.0,8.954115165000256e-07,1.0480562756440653e-06
