tokenizer,vocabulary size (tokens),language,dataset,fertility,average token length,processing time,# characters,# words,# tokens
Falcon,65024,Italian,Gutenberg.it,2.008,3.138,226.6853489875793,211432934,33557403,67381852
Falcon,65024,Italian,Gutenberg.it,2.008,3.138,227.9211723804474,211432934,33557403,67381852
Falcon,65024,Italian,Gutenberg.it,2.008,3.138,227.3979616165161,211432934,33557403,67381852
Falcon,65024,Italian,Gutenberg.it,2.008,3.138,229.3199348449707,211432934,33557403,67381852
Falcon,65024,Italian,Gutenberg.it,2.008,3.138,227.62622666358948,211432934,33557403,67381852
Falcon,65024,Italian,Gutenberg.it,2.008,3.138,227.49240970611567,211432934,33557403,67381852
Falcon,65024,Italian,Wikipedia.it,2.049,2.762,1402.0809412002563,945064169,166986641,342168591
Falcon,65024,Italian,Wikipedia.it,2.049,2.762,1414.344659805298,945064169,166986641,342168591
Falcon,65024,Italian,Wikipedia.it,2.049,2.762,1416.1851081848145,945064169,166986641,342168591
Falcon,65024,Italian,Wikipedia.it,2.049,2.762,1421.3698236942291,945064169,166986641,342168591
Falcon,65024,Italian,Wikipedia.it,2.049,2.762,1419.4752578735352,945064169,166986641,342168591
Falcon,65024,Italian,Wikipedia.it,2.049,2.762,1422.004911184311,945064169,166986641,342168591
Falcon,65024,Italian,Wikipedia.it,2.049,2.762,1426.0634486675262,945064169,166986641,342168591
Falcon,65024,Italian,Wikipedia.it,2.049,2.762,1432.718673467636,945064169,166986641,342168591
Falcon,65024,Italian,Wikipedia.it,2.049,2.762,1438.582340478897,945064169,166986641,342168591
Falcon,65024,Spanish,Europarl.es,1.598,3.878,286.8554503917694,165225813,26660776,42609056
Falcon,65024,Spanish,Europarl.es,1.598,3.878,281.1410665512085,165225813,26660776,42609056
Falcon,65024,Spanish,Europarl.es,1.598,3.878,274.9307985305786,165225813,26660776,42609056
Falcon,65024,Spanish,Europarl.es,1.598,3.878,284.8680076599121,165225813,26660776,42609056
Falcon,65024,Spanish,Europarl.es,1.598,3.878,280.2475337982178,165225813,26660776,42609056
Falcon,65024,Spanish,Europarl.es,1.598,3.878,282.3589360713959,165225813,26660776,42609056
Falcon,65024,Spanish,Europarl.es,1.598,3.878,291.14826345443726,165225813,26660776,42609056
Falcon,65024,Spanish,Europarl.es,1.598,3.878,295.4785671234131,165225813,26660776,42609056
Falcon,65024,Spanish,Europarl.es,1.598,3.878,294.48599910736084,165225813,26660776,42609056
Falcon,65024,Spanish,Gutenberg.es,1.865,3.195,164.96163296699524,151995591,25509320,47576267
Falcon,65024,Spanish,Gutenberg.es,1.865,3.195,164.12161660194397,151995591,25509320,47576267
Falcon,65024,Spanish,Gutenberg.es,1.865,3.195,165.2338035106659,151995591,25509320,47576267
Falcon,65024,Spanish,Gutenberg.es,1.865,3.195,164.9912872314453,151995591,25509320,47576267
Falcon,65024,Spanish,Gutenberg.es,1.865,3.195,166.0754907131195,151995591,25509320,47576267
Falcon,65024,Spanish,Gutenberg.es,1.865,3.195,164.63181710243225,151995591,25509320,47576267
Falcon,65024,Spanish,Gutenberg.es,1.865,3.195,165.4585268497467,151995591,25509320,47576267
Falcon,65024,Spanish,Gutenberg.es,1.865,3.195,165.78340029716492,151995591,25509320,47576267
Falcon,65024,Spanish,Gutenberg.es,1.865,3.195,164.87727618217468,151995591,25509320,47576267
Falcon,65024,Spanish,Wikipedia.es,1.91,3.061,1496.5910799503326,1161930093,198737225,379562566
Falcon,65024,Spanish,Wikipedia.es,1.91,3.061,1500.3276767730713,1161930093,198737225,379562566
Falcon,65024,Spanish,Wikipedia.es,1.91,3.061,1505.6326353549955,1161930093,198737225,379562566
Falcon,65024,Spanish,Wikipedia.es,1.91,3.061,1515.1990399360657,1161930093,198737225,379562566
Falcon,65024,Spanish,Wikipedia.es,1.91,3.061,1510.7074739933014,1161930093,198737225,379562566
Falcon,65024,Spanish,Wikipedia.es,1.91,3.061,1514.3177630901337,1161930093,198737225,379562566
Falcon,65024,Spanish,Wikipedia.es,1.91,3.061,1521.292913198471,1161930093,198737225,379562566
Falcon,65024,Spanish,Wikipedia.es,1.91,3.061,1525.085281610489,1161930093,198737225,379562566
Falcon,65024,Spanish,Wikipedia.es,1.91,3.061,1539.7764177322388,1161930093,198737225,379562566
Lucie2.10,65024,Code,c++,4.324,2.714,18.81069016456604,25005734,2130370,9212547
Lucie2.10,65024,Code,javascript,5.631,2.523,19.137299060821533,25173607,1771785,9977115
Lucie2.10,65024,Code,python,4.002,2.94,17.981215000152588,25010643,2125802,8506424
Lucie2.10,65024,Code,tex,3.92,2.48,17.194759130477905,25358297,2608822,10227158
Lucie2.10,65024,English,Europarl.en,1.224,4.923,139.5207498073578,170503545,28287016,34631562
Lucie2.10,65024,English,Gutenberg.en,1.597,3.645,840.4807503223419,827487238,142129809,227038537
Lucie2.10,65024,English,Wikipedia.en,1.699,3.228,631.9946982860565,992528730,180958556,307443940
Lucie2.10,65024,French,Europarl.fr,1.355,4.725,156.00207710266113,177552772,27727351,37575486
Lucie2.10,65024,French,GallicaMonographies,1.69,3.544,658.6862368583679,607915815,101527426,171557329
Lucie2.10,65024,French,Gutenberg.fr,1.681,3.654,730.2197012901306,726060299,118237740,198720095
Lucie2.10,65024,French,Persee,1.773,3.525,671.2940580844879,913038858,146092571,259014960
Lucie2.10,65024,French,Wikipedia.fr,1.733,3.267,668.7546534538269,1032611019,182384258,316113117
